composition,C,Si,Mn,P,S,Ni,Cr,Mo,Cu,Ti,Al,B,N,V,Co,Nb+Ta,Fe,temperature,ys_value,uts_value,elo_value,roa_value
AEE,0.05,0.8,1.7,0.019,0.011,12.21,17.26,0.07,0.09,0.018,0.012,0.0003,0.021,0.032,0.33,0.77,66.6067,600,130.0,400.0,36.0,66.0
AEE,0.05,0.8,1.7,0.019,0.011,12.21,17.26,0.07,0.09,0.018,0.012,0.0003,0.021,0.032,0.33,0.77,66.6067,650,135.0,371.0,30.0,42.0
AEE,0.05,0.8,1.7,0.019,0.011,12.21,17.26,0.07,0.09,0.018,0.012,0.0003,0.021,0.032,0.33,0.77,66.6067,700,129.0,317.0,16.0,18.0
AEE,0.05,0.8,1.7,0.019,0.011,12.21,17.26,0.07,0.09,0.018,0.012,0.0003,0.021,0.032,0.33,0.77,66.6067,750,142.0,265.0,11.0,14.0
AEE,0.05,0.8,1.7,0.019,0.011,12.21,17.26,0.07,0.09,0.018,0.012,0.0003,0.021,0.032,0.33,0.77,66.6067,800,,,,
AEE,0.05,0.8,1.7,0.019,0.011,12.21,17.26,0.07,0.09,0.018,0.012,0.0003,0.021,0.032,0.33,0.77,66.6067,900,,,,
AEE,0.05,0.8,1.7,0.019,0.011,12.21,17.26,0.07,0.09,0.018,0.012,0.0003,0.021,0.032,0.33,0.77,66.6067,1000,,,,
AEF,0.05,0.77,1.74,0.025,0.007,12.55,17.89,0.11,0.09,0.02,0.004,0.0004,0.016,0.033,0.37,0.77,65.5546,25,215.0,560.0,65.0,77.0
AEF,0.05,0.77,1.74,0.025,0.007,12.55,17.89,0.11,0.09,0.02,0.004,0.0004,0.016,0.033,0.37,0.77,65.5546,100,188.0,482.0,52.0,76.0
AEF,0.05,0.77,1.74,0.025,0.007,12.55,17.89,0.11,0.09,0.02,0.004,0.0004,0.016,0.033,0.37,0.77,65.5546,200,154.0,439.0,44.0,75.0
AEF,0.05,0.77,1.74,0.025,0.007,12.55,17.89,0.11,0.09,0.02,0.004,0.0004,0.016,0.033,0.37,0.77,65.5546,300,156.0,425.0,36.0,68.0
AEF,0.05,0.77,1.74,0.025,0.007,12.55,17.89,0.11,0.09,0.02,0.004,0.0004,0.016,0.033,0.37,0.77,65.5546,400,130.0,431.0,41.0,66.0
AEF,0.05,0.77,1.74,0.025,0.007,12.55,17.89,0.11,0.09,0.02,0.004,0.0004,0.016,0.033,0.37,0.77,65.5546,500,120.0,426.0,40.0,64.0
AEF,0.05,0.77,1.74,0.025,0.007,12.55,17.89,0.11,0.09,0.02,0.004,0.0004,0.016,0.033,0.37,0.77,65.5546,550,120.0,412.0,39.0,62.0
AEF,0.05,0.77,1.74,0.025,0.007,12.55,17.89,0.11,0.09,0.02,0.004,0.0004,0.016,0.033,0.37,0.77,65.5546,600,120.0,395.0,37.0,62.0
AEF,0.05,0.77,1.74,0.025,0.007,12.55,17.89,0.11,0.09,0.02,0.004,0.0004,0.016,0.033,0.37,0.77,65.5546,650,116.0,374.0,32.0,48.0
AEF,0.05,0.77,1.74,0.025,0.007,12.55,17.89,0.11,0.09,0.02,0.004,0.0004,0.016,0.033,0.37,0.77,65.5546,700,135.0,312.0,16.0,19.0
AEF,0.05,0.77,1.74,0.025,0.007,12.55,17.89,0.11,0.09,0.02,0.004,0.0004,0.016,0.033,0.37,0.77,65.5546,750,128.0,268.0,12.0,14.0
AEF,0.05,0.77,1.74,0.025,0.007,12.55,17.89,0.11,0.09,0.02,0.004,0.0004,0.016,0.033,0.37,0.77,65.5546,800,,,,
AEF,0.05,0.77,1.74,0.025,0.007,12.55,17.89,0.11,0.09,0.02,0.004,0.0004,0.016,0.033,0.37,0.77,65.5546,900,,,,
AEF,0.05,0.77,1.74,0.025,0.007,12.55,17.89,0.11,0.09,0.02,0.004,0.0004,0.016,0.033,0.37,0.77,65.5546,1000,,,,
AEG,0.053,0.63,1.81,0.027,0.011,12.24,17.56,0.15,0.14,0.019,0.008,0.0027,0.0222,0.041,0.3,0.87,66.1161,25,250.0,580.0,63.0,74.0
AEG,0.053,0.63,1.81,0.027,0.011,12.24,17.56,0.15,0.14,0.019,0.008,0.0027,0.0222,0.041,0.3,0.87,66.1161,100,235.0,496.0,52.0,76.0
AEG,0.053,0.63,1.81,0.027,0.011,12.24,17.56,0.15,0.14,0.019,0.008,0.0027,0.0222,0.041,0.3,0.87,66.1161,200,204.0,449.0,41.0,72.0
AEG,0.053,0.63,1.81,0.027,0.011,12.24,17.56,0.15,0.14,0.019,0.008,0.0027,0.0222,0.041,0.3,0.87,66.1161,300,192.0,430.0,37.0,67.0
AEG,0.053,0.63,1.81,0.027,0.011,12.24,17.56,0.15,0.14,0.019,0.008,0.0027,0.0222,0.041,0.3,0.87,66.1161,400,190.0,434.0,37.0,66.0
AEG,0.053,0.63,1.81,0.027,0.011,12.24,17.56,0.15,0.14,0.019,0.008,0.0027,0.0222,0.041,0.3,0.87,66.1161,500,168.0,427.0,36.0,62.0
AEG,0.053,0.63,1.81,0.027,0.011,12.24,17.56,0.15,0.14,0.019,0.008,0.0027,0.0222,0.041,0.3,0.87,66.1161,550,174.0,414.0,34.0,62.0
AEG,0.053,0.63,1.81,0.027,0.011,12.24,17.56,0.15,0.14,0.019,0.008,0.0027,0.0222,0.041,0.3,0.87,66.1161,600,172.0,396.0,36.0,63.0
AEG,0.053,0.63,1.81,0.027,0.011,12.24,17.56,0.15,0.14,0.019,0.008,0.0027,0.0222,0.041,0.3,0.87,66.1161,650,153.0,367.0,35.0,65.0
AEG,0.053,0.63,1.81,0.027,0.011,12.24,17.56,0.15,0.14,0.019,0.008,0.0027,0.0222,0.041,0.3,0.87,66.1161,700,160.0,327.0,35.0,54.0
AEG,0.053,0.63,1.81,0.027,0.011,12.24,17.56,0.15,0.14,0.019,0.008,0.0027,0.0222,0.041,0.3,0.87,66.1161,750,158.0,272.0,37.0,49.0
AEG,0.053,0.63,1.81,0.027,0.011,12.24,17.56,0.15,0.14,0.019,0.008,0.0027,0.0222,0.041,0.3,0.87,66.1161,800,,,,
AEG,0.053,0.63,1.81,0.027,0.011,12.24,17.56,0.15,0.14,0.019,0.008,0.0027,0.0222,0.041,0.3,0.87,66.1161,900,,,,
AEG,0.053,0.63,1.81,0.027,0.011,12.24,17.56,0.15,0.14,0.019,0.008,0.0027,0.0222,0.041,0.3,0.87,66.1161,1000,,,,
AEH,0.065,0.49,1.76,0.019,0.027,12.13,18.05,0.06,0.08,0.036,0.007,0.0018,0.0241,0.036,0.22,0.88,66.1141,25,250.0,570.0,61.0,72.0
AEH,0.065,0.49,1.76,0.019,0.027,12.13,18.05,0.06,0.08,0.036,0.007,0.0018,0.0241,0.036,0.22,0.88,66.1141,100,222.0,492.0,50.0,72.0
AEH,0.065,0.49,1.76,0.019,0.027,12.13,18.05,0.06,0.08,0.036,0.007,0.0018,0.0241,0.036,0.22,0.88,66.1141,200,201.0,443.0,40.0,70.0
AEH,0.065,0.49,1.76,0.019,0.027,12.13,18.05,0.06,0.08,0.036,0.007,0.0018,0.0241,0.036,0.22,0.88,66.1141,300,181.0,416.0,36.0,68.0
AEH,0.065,0.49,1.76,0.019,0.027,12.13,18.05,0.06,0.08,0.036,0.007,0.0018,0.0241,0.036,0.22,0.88,66.1141,400,177.0,427.0,37.0,64.0
AEH,0.065,0.49,1.76,0.019,0.027,12.13,18.05,0.06,0.08,0.036,0.007,0.0018,0.0241,0.036,0.22,0.88,66.1141,500,171.0,420.0,35.0,62.0
AEH,0.065,0.49,1.76,0.019,0.027,12.13,18.05,0.06,0.08,0.036,0.007,0.0018,0.0241,0.036,0.22,0.88,66.1141,550,169.0,407.0,34.0,63.0
AEH,0.065,0.49,1.76,0.019,0.027,12.13,18.05,0.06,0.08,0.036,0.007,0.0018,0.0241,0.036,0.22,0.88,66.1141,600,168.0,391.0,36.0,62.0
AEH,0.065,0.49,1.76,0.019,0.027,12.13,18.05,0.06,0.08,0.036,0.007,0.0018,0.0241,0.036,0.22,0.88,66.1141,650,148.0,353.0,36.0,61.0
AEH,0.065,0.49,1.76,0.019,0.027,12.13,18.05,0.06,0.08,0.036,0.007,0.0018,0.0241,0.036,0.22,0.88,66.1141,700,153.0,312.0,29.0,35.0
AEH,0.065,0.49,1.76,0.019,0.027,12.13,18.05,0.06,0.08,0.036,0.007,0.0018,0.0241,0.036,0.22,0.88,66.1141,750,143.0,262.0,27.0,31.0
AEH,0.065,0.49,1.76,0.019,0.027,12.13,18.05,0.06,0.08,0.036,0.007,0.0018,0.0241,0.036,0.22,0.88,66.1141,800,,,,
AEH,0.065,0.49,1.76,0.019,0.027,12.13,18.05,0.06,0.08,0.036,0.007,0.0018,0.0241,0.036,0.22,0.88,66.1141,900,,,,
AEH,0.065,0.49,1.76,0.019,0.027,12.13,18.05,0.06,0.08,0.036,0.007,0.0018,0.0241,0.036,0.22,0.88,66.1141,1000,,,,
AEJ,0.06,0.54,1.82,0.028,0.012,12.38,17.7,0.19,0.11,0.019,0.007,0.002,0.0223,0.042,0.28,0.87,65.9177,25,250.0,580.0,61.0,74.0
AEJ,0.06,0.54,1.82,0.028,0.012,12.38,17.7,0.19,0.11,0.019,0.007,0.002,0.0223,0.042,0.28,0.87,65.9177,100,245.0,507.0,50.0,74.0
AEJ,0.06,0.54,1.82,0.028,0.012,12.38,17.7,0.19,0.11,0.019,0.007,0.002,0.0223,0.042,0.28,0.87,65.9177,200,209.0,452.0,42.0,72.0
AEJ,0.06,0.54,1.82,0.028,0.012,12.38,17.7,0.19,0.11,0.019,0.007,0.002,0.0223,0.042,0.28,0.87,65.9177,300,206.0,437.0,36.0,68.0
AEJ,0.06,0.54,1.82,0.028,0.012,12.38,17.7,0.19,0.11,0.019,0.007,0.002,0.0223,0.042,0.28,0.87,65.9177,400,190.0,442.0,36.0,67.0
AEJ,0.06,0.54,1.82,0.028,0.012,12.38,17.7,0.19,0.11,0.019,0.007,0.002,0.0223,0.042,0.28,0.87,65.9177,500,183.0,432.0,36.0,64.0
AEJ,0.06,0.54,1.82,0.028,0.012,12.38,17.7,0.19,0.11,0.019,0.007,0.002,0.0223,0.042,0.28,0.87,65.9177,550,179.0,416.0,36.0,66.0
AEJ,0.06,0.54,1.82,0.028,0.012,12.38,17.7,0.19,0.11,0.019,0.007,0.002,0.0223,0.042,0.28,0.87,65.9177,600,170.0,398.0,36.0,64.0
AEJ,0.06,0.54,1.82,0.028,0.012,12.38,17.7,0.19,0.11,0.019,0.007,0.002,0.0223,0.042,0.28,0.87,65.9177,650,170.0,371.0,34.0,66.0
AEJ,0.06,0.54,1.82,0.028,0.012,12.38,17.7,0.19,0.11,0.019,0.007,0.002,0.0223,0.042,0.28,0.87,65.9177,700,166.0,328.0,39.0,58.0
AEJ,0.06,0.54,1.82,0.028,0.012,12.38,17.7,0.19,0.11,0.019,0.007,0.002,0.0223,0.042,0.28,0.87,65.9177,750,161.0,278.0,39.0,52.0
AEJ,0.06,0.54,1.82,0.028,0.012,12.38,17.7,0.19,0.11,0.019,0.007,0.002,0.0223,0.042,0.28,0.87,65.9177,800,,,,
AEJ,0.06,0.54,1.82,0.028,0.012,12.38,17.7,0.19,0.11,0.019,0.007,0.002,0.0223,0.042,0.28,0.87,65.9177,900,,,,
AEJ,0.06,0.54,1.82,0.028,0.012,12.38,17.7,0.19,0.11,0.019,0.007,0.002,0.0223,0.042,0.28,0.87,65.9177,1000,,,,
ABA,0.062,0.62,1.56,0.025,0.013,10.69,18.7,0.47,0.17,0.04,0.047,0.0007,0.031,,,0.01,67.5613,25,280.0,610.0,67.0,83.0
ABA,0.062,0.62,1.56,0.025,0.013,10.69,18.7,0.47,0.17,0.04,0.047,0.0007,0.031,,,0.01,67.5613,100,243.0,508.0,54.0,83.0
ABA,0.062,0.62,1.56,0.025,0.013,10.69,18.7,0.47,0.17,0.04,0.047,0.0007,0.031,,,0.01,67.5613,200,220.0,472.0,44.0,81.0
ABA,0.062,0.62,1.56,0.025,0.013,10.69,18.7,0.47,0.17,0.04,0.047,0.0007,0.031,,,0.01,67.5613,300,204.0,470.0,43.0,76.0
ABA,0.062,0.62,1.56,0.025,0.013,10.69,18.7,0.47,0.17,0.04,0.047,0.0007,0.031,,,0.01,67.5613,400,197.0,470.0,45.0,76.0
ABA,0.062,0.62,1.56,0.025,0.013,10.69,18.7,0.47,0.17,0.04,0.047,0.0007,0.031,,,0.01,67.5613,500,197.0,443.0,40.0,73.0
ABA,0.062,0.62,1.56,0.025,0.013,10.69,18.7,0.47,0.17,0.04,0.047,0.0007,0.031,,,0.01,67.5613,550,172.0,425.0,44.0,75.0
ABA,0.062,0.62,1.56,0.025,0.013,10.69,18.7,0.47,0.17,0.04,0.047,0.0007,0.031,,,0.01,67.5613,600,162.0,391.0,43.0,73.0
ABA,0.062,0.62,1.56,0.025,0.013,10.69,18.7,0.47,0.17,0.04,0.047,0.0007,0.031,,,0.01,67.5613,650,167.0,314.0,47.0,63.0
ABA,0.062,0.62,1.56,0.025,0.013,10.69,18.7,0.47,0.17,0.04,0.047,0.0007,0.031,,,0.01,67.5613,700,150.0,256.0,52.0,65.0
ABA,0.062,0.62,1.56,0.025,0.013,10.69,18.7,0.47,0.17,0.04,0.047,0.0007,0.031,,,0.01,67.5613,750,148.0,223.0,60.0,67.0
ABA,0.062,0.62,1.56,0.025,0.013,10.69,18.7,0.47,0.17,0.04,0.047,0.0007,0.031,,,0.01,67.5613,800,,,,
ABA,0.062,0.62,1.56,0.025,0.013,10.69,18.7,0.47,0.17,0.04,0.047,0.0007,0.031,,,0.01,67.5613,900,,,,
ABA,0.062,0.62,1.56,0.025,0.013,10.69,18.7,0.47,0.17,0.04,0.047,0.0007,0.031,,,0.01,67.5613,1000,,,,
ABB,0.054,0.41,1.52,0.031,0.02,10.15,18.34,0.36,0.19,0.064,0.01,0.001,0.029,,,0.01,68.811,25,265.0,610.0,69.0,82.0
ABB,0.054,0.41,1.52,0.031,0.02,10.15,18.34,0.36,0.19,0.064,0.01,0.001,0.029,,,0.01,68.811,100,235.0,496.0,57.0,82.0
ABB,0.054,0.41,1.52,0.031,0.02,10.15,18.34,0.36,0.19,0.064,0.01,0.001,0.029,,,0.01,68.811,200,208.0,453.0,43.0,78.0
ABB,0.054,0.41,1.52,0.031,0.02,10.15,18.34,0.36,0.19,0.064,0.01,0.001,0.029,,,0.01,68.811,300,183.0,453.0,44.0,72.0
ABB,0.054,0.41,1.52,0.031,0.02,10.15,18.34,0.36,0.19,0.064,0.01,0.001,0.029,,,0.01,68.811,400,193.0,454.0,45.0,73.0
ABB,0.054,0.41,1.52,0.031,0.02,10.15,18.34,0.36,0.19,0.064,0.01,0.001,0.029,,,0.01,68.811,500,169.0,426.0,42.0,72.0
ABB,0.054,0.41,1.52,0.031,0.02,10.15,18.34,0.36,0.19,0.064,0.01,0.001,0.029,,,0.01,68.811,550,172.0,408.0,39.0,70.0
ABB,0.054,0.41,1.52,0.031,0.02,10.15,18.34,0.36,0.19,0.064,0.01,0.001,0.029,,,0.01,68.811,600,148.0,374.0,43.0,73.0
ABB,0.054,0.41,1.52,0.031,0.02,10.15,18.34,0.36,0.19,0.064,0.01,0.001,0.029,,,0.01,68.811,650,155.0,322.0,47.0,63.0
ABB,0.054,0.41,1.52,0.031,0.02,10.15,18.34,0.36,0.19,0.064,0.01,0.001,0.029,,,0.01,68.811,700,138.0,259.0,61.0,60.0
ABB,0.054,0.41,1.52,0.031,0.02,10.15,18.34,0.36,0.19,0.064,0.01,0.001,0.029,,,0.01,68.811,750,125.0,212.0,77.0,68.0
ABB,0.054,0.41,1.52,0.031,0.02,10.15,18.34,0.36,0.19,0.064,0.01,0.001,0.029,,,0.01,68.811,800,,,,
ABB,0.054,0.41,1.52,0.031,0.02,10.15,18.34,0.36,0.19,0.064,0.01,0.001,0.029,,,0.01,68.811,900,,,,
ABB,0.054,0.41,1.52,0.031,0.02,10.15,18.34,0.36,0.19,0.064,0.01,0.001,0.029,,,0.01,68.811,1000,,,,
ABC,0.056,0.4,1.52,0.03,0.016,10.1,18.5,0.36,0.16,0.054,0.012,0.0011,0.03,,,0.01,68.7509,25,245.0,590.0,69.0,82.0
ABC,0.056,0.4,1.52,0.03,0.016,10.1,18.5,0.36,0.16,0.054,0.012,0.0011,0.03,,,0.01,68.7509,100,228.0,493.0,58.0,80.0
ABC,0.056,0.4,1.52,0.03,0.016,10.1,18.5,0.36,0.16,0.054,0.012,0.0011,0.03,,,0.01,68.7509,200,202.0,452.0,45.0,76.0
ABC,0.056,0.4,1.52,0.03,0.016,10.1,18.5,0.36,0.16,0.054,0.012,0.0011,0.03,,,0.01,68.7509,300,198.0,462.0,44.0,75.0
ABC,0.056,0.4,1.52,0.03,0.016,10.1,18.5,0.36,0.16,0.054,0.012,0.0011,0.03,,,0.01,68.7509,400,187.0,455.0,44.0,71.0
ABC,0.056,0.4,1.52,0.03,0.016,10.1,18.5,0.36,0.16,0.054,0.012,0.0011,0.03,,,0.01,68.7509,500,160.0,425.0,41.0,71.0
ABC,0.056,0.4,1.52,0.03,0.016,10.1,18.5,0.36,0.16,0.054,0.012,0.0011,0.03,,,0.01,68.7509,550,166.0,409.0,40.0,73.0
ABC,0.056,0.4,1.52,0.03,0.016,10.1,18.5,0.36,0.16,0.054,0.012,0.0011,0.03,,,0.01,68.7509,600,159.0,375.0,43.0,70.0
ABC,0.056,0.4,1.52,0.03,0.016,10.1,18.5,0.36,0.16,0.054,0.012,0.0011,0.03,,,0.01,68.7509,650,152.0,324.0,47.0,64.0
ABC,0.056,0.4,1.52,0.03,0.016,10.1,18.5,0.36,0.16,0.054,0.012,0.0011,0.03,,,0.01,68.7509,700,137.0,266.0,53.0,66.0
ABC,0.056,0.4,1.52,0.03,0.016,10.1,18.5,0.36,0.16,0.054,0.012,0.0011,0.03,,,0.01,68.7509,750,111.0,201.0,61.0,64.0
ABC,0.056,0.4,1.52,0.03,0.016,10.1,18.5,0.36,0.16,0.054,0.012,0.0011,0.03,,,0.01,68.7509,800,,,,
ABC,0.056,0.4,1.52,0.03,0.016,10.1,18.5,0.36,0.16,0.054,0.012,0.0011,0.03,,,0.01,68.7509,900,,,,
ABC,0.056,0.4,1.52,0.03,0.016,10.1,18.5,0.36,0.16,0.054,0.012,0.0011,0.03,,,0.01,68.7509,1000,,,,
ABD,0.07,0.52,1.49,0.023,0.006,9.68,18.7,0.06,0.06,0.006,0.01,0.0013,0.027,,,0.01,69.3367,25,265.0,610.0,73.0,82.0
ABD,0.07,0.52,1.49,0.023,0.006,9.68,18.7,0.06,0.06,0.006,0.01,0.0013,0.027,,,0.01,69.3367,100,208.0,484.0,62.0,82.0
ABD,0.07,0.52,1.49,0.023,0.006,9.68,18.7,0.06,0.06,0.006,0.01,0.0013,0.027,,,0.01,69.3367,200,196.0,452.0,47.0,80.0
ABD,0.07,0.52,1.49,0.023,0.006,9.68,18.7,0.06,0.06,0.006,0.01,0.0013,0.027,,,0.01,69.3367,300,176.0,453.0,46.0,74.0
ABD,0.07,0.52,1.49,0.023,0.006,9.68,18.7,0.06,0.06,0.006,0.01,0.0013,0.027,,,0.01,69.3367,400,166.0,448.0,47.0,73.0
ABD,0.07,0.52,1.49,0.023,0.006,9.68,18.7,0.06,0.06,0.006,0.01,0.0013,0.027,,,0.01,69.3367,500,151.0,421.0,43.0,71.0
ABD,0.07,0.52,1.49,0.023,0.006,9.68,18.7,0.06,0.06,0.006,0.01,0.0013,0.027,,,0.01,69.3367,550,158.0,401.0,43.0,74.0
ABD,0.07,0.52,1.49,0.023,0.006,9.68,18.7,0.06,0.06,0.006,0.01,0.0013,0.027,,,0.01,69.3367,600,145.0,372.0,43.0,75.0
ABD,0.07,0.52,1.49,0.023,0.006,9.68,18.7,0.06,0.06,0.006,0.01,0.0013,0.027,,,0.01,69.3367,650,135.0,317.0,47.0,75.0
ABD,0.07,0.52,1.49,0.023,0.006,9.68,18.7,0.06,0.06,0.006,0.01,0.0013,0.027,,,0.01,69.3367,700,129.0,256.0,67.0,75.0
ABD,0.07,0.52,1.49,0.023,0.006,9.68,18.7,0.06,0.06,0.006,0.01,0.0013,0.027,,,0.01,69.3367,750,120.0,204.0,82.0,76.0
ABD,0.07,0.52,1.49,0.023,0.006,9.68,18.7,0.06,0.06,0.006,0.01,0.0013,0.027,,,0.01,69.3367,800,,,,
ABD,0.07,0.52,1.49,0.023,0.006,9.68,18.7,0.06,0.06,0.006,0.01,0.0013,0.027,,,0.01,69.3367,900,,,,
ABD,0.07,0.52,1.49,0.023,0.006,9.68,18.7,0.06,0.06,0.006,0.01,0.0013,0.027,,,0.01,69.3367,1000,,,,
ABE,0.07,0.55,1.46,0.023,0.006,9.57,18.95,0.04,0.07,0.062,0.014,0.0018,0.0278,,,0.01,69.1454,25,260.0,620.0,71.0,84.0
ABE,0.07,0.55,1.46,0.023,0.006,9.57,18.95,0.04,0.07,0.062,0.014,0.0018,0.0278,,,0.01,69.1454,100,236.0,500.0,61.0,82.0
ABE,0.07,0.55,1.46,0.023,0.006,9.57,18.95,0.04,0.07,0.062,0.014,0.0018,0.0278,,,0.01,69.1454,200,201.0,462.0,47.0,80.0
ABE,0.07,0.55,1.46,0.023,0.006,9.57,18.95,0.04,0.07,0.062,0.014,0.0018,0.0278,,,0.01,69.1454,300,181.0,459.0,46.0,76.0
ABE,0.07,0.55,1.46,0.023,0.006,9.57,18.95,0.04,0.07,0.062,0.014,0.0018,0.0278,,,0.01,69.1454,400,167.0,455.0,45.0,75.0
ABE,0.07,0.55,1.46,0.023,0.006,9.57,18.95,0.04,0.07,0.062,0.014,0.0018,0.0278,,,0.01,69.1454,500,165.0,430.0,44.0,73.0
ABE,0.07,0.55,1.46,0.023,0.006,9.57,18.95,0.04,0.07,0.062,0.014,0.0018,0.0278,,,0.01,69.1454,550,160.0,405.0,42.0,74.0
ABE,0.07,0.55,1.46,0.023,0.006,9.57,18.95,0.04,0.07,0.062,0.014,0.0018,0.0278,,,0.01,69.1454,600,151.0,377.0,43.0,75.0
ABE,0.07,0.55,1.46,0.023,0.006,9.57,18.95,0.04,0.07,0.062,0.014,0.0018,0.0278,,,0.01,69.1454,650,137.0,295.0,59.0,77.0
ABE,0.07,0.55,1.46,0.023,0.006,9.57,18.95,0.04,0.07,0.062,0.014,0.0018,0.0278,,,0.01,69.1454,700,131.0,267.0,61.0,81.0
ABE,0.07,0.55,1.46,0.023,0.006,9.57,18.95,0.04,0.07,0.062,0.014,0.0018,0.0278,,,0.01,69.1454,750,119.0,185.0,74.0,83.0
ABE,0.07,0.55,1.46,0.023,0.006,9.57,18.95,0.04,0.07,0.062,0.014,0.0018,0.0278,,,0.01,69.1454,800,,,,
ABE,0.07,0.55,1.46,0.023,0.006,9.57,18.95,0.04,0.07,0.062,0.014,0.0018,0.0278,,,0.01,69.1454,900,,,,
ABE,0.07,0.55,1.46,0.023,0.006,9.57,18.95,0.04,0.07,0.062,0.014,0.0018,0.0278,,,0.01,69.1454,1000,,,,
ABF,0.08,0.62,1.34,0.021,0.006,9.8,18.25,0.06,0.05,0.02,0.013,0.0017,0.0348,,,0.01,69.6935,25,280.0,650.0,71.0,83.0
ABF,0.08,0.62,1.34,0.021,0.006,9.8,18.25,0.06,0.05,0.02,0.013,0.0017,0.0348,,,0.01,69.6935,100,244.0,523.0,60.0,80.0
ABF,0.08,0.62,1.34,0.021,0.006,9.8,18.25,0.06,0.05,0.02,0.013,0.0017,0.0348,,,0.01,69.6935,200,213.0,492.0,45.0,79.0
ABF,0.08,0.62,1.34,0.021,0.006,9.8,18.25,0.06,0.05,0.02,0.013,0.0017,0.0348,,,0.01,69.6935,300,192.0,491.0,46.0,76.0
ABF,0.08,0.62,1.34,0.021,0.006,9.8,18.25,0.06,0.05,0.02,0.013,0.0017,0.0348,,,0.01,69.6935,400,187.0,489.0,50.0,73.0
ABF,0.08,0.62,1.34,0.021,0.006,9.8,18.25,0.06,0.05,0.02,0.013,0.0017,0.0348,,,0.01,69.6935,500,182.0,459.0,42.0,73.0
ABF,0.08,0.62,1.34,0.021,0.006,9.8,18.25,0.06,0.05,0.02,0.013,0.0017,0.0348,,,0.01,69.6935,550,169.0,437.0,45.0,73.0
ABF,0.08,0.62,1.34,0.021,0.006,9.8,18.25,0.06,0.05,0.02,0.013,0.0017,0.0348,,,0.01,69.6935,600,161.0,408.0,43.0,76.0
ABF,0.08,0.62,1.34,0.021,0.006,9.8,18.25,0.06,0.05,0.02,0.013,0.0017,0.0348,,,0.01,69.6935,650,150.0,337.0,49.0,76.0
ABF,0.08,0.62,1.34,0.021,0.006,9.8,18.25,0.06,0.05,0.02,0.013,0.0017,0.0348,,,0.01,69.6935,700,141.0,280.0,57.0,78.0
ABF,0.08,0.62,1.34,0.021,0.006,9.8,18.25,0.06,0.05,0.02,0.013,0.0017,0.0348,,,0.01,69.6935,750,130.0,222.0,77.0,80.0
ABF,0.08,0.62,1.34,0.021,0.006,9.8,18.25,0.06,0.05,0.02,0.013,0.0017,0.0348,,,0.01,69.6935,800,,,,
ABF,0.08,0.62,1.34,0.021,0.006,9.8,18.25,0.06,0.05,0.02,0.013,0.0017,0.0348,,,0.01,69.6935,900,,,,
ABF,0.08,0.62,1.34,0.021,0.006,9.8,18.25,0.06,0.05,0.02,0.013,0.0017,0.0348,,,0.01,69.6935,1000,,,,
ABL,0.07,0.58,1.47,0.022,0.013,9.8,18.16,0.05,0.14,0.031,0.015,0.0003,0.031,,,0.04,69.5777,25,210.0,620.0,71.0,81.0
ABL,0.07,0.58,1.47,0.022,0.013,9.8,18.16,0.05,0.14,0.031,0.015,0.0003,0.031,,,0.04,69.5777,100,207.0,503.0,62.0,82.0
ABL,0.07,0.58,1.47,0.022,0.013,9.8,18.16,0.05,0.14,0.031,0.015,0.0003,0.031,,,0.04,69.5777,200,177.0,465.0,46.0,77.0
ABL,0.07,0.58,1.47,0.022,0.013,9.8,18.16,0.05,0.14,0.031,0.015,0.0003,0.031,,,0.04,69.5777,300,162.0,468.0,45.0,71.0
ABL,0.07,0.58,1.47,0.022,0.013,9.8,18.16,0.05,0.14,0.031,0.015,0.0003,0.031,,,0.04,69.5777,400,154.0,463.0,47.0,73.0
ABL,0.07,0.58,1.47,0.022,0.013,9.8,18.16,0.05,0.14,0.031,0.015,0.0003,0.031,,,0.04,69.5777,500,145.0,441.0,43.0,69.0
ABL,0.07,0.58,1.47,0.022,0.013,9.8,18.16,0.05,0.14,0.031,0.015,0.0003,0.031,,,0.04,69.5777,550,139.0,419.0,42.0,70.0
ABL,0.07,0.58,1.47,0.022,0.013,9.8,18.16,0.05,0.14,0.031,0.015,0.0003,0.031,,,0.04,69.5777,600,134.0,393.0,43.0,70.0
ABL,0.07,0.58,1.47,0.022,0.013,9.8,18.16,0.05,0.14,0.031,0.015,0.0003,0.031,,,0.04,69.5777,650,116.0,334.0,46.0,66.0
ABL,0.07,0.58,1.47,0.022,0.013,9.8,18.16,0.05,0.14,0.031,0.015,0.0003,0.031,,,0.04,69.5777,700,128.0,251.0,47.0,69.0
ABL,0.07,0.58,1.47,0.022,0.013,9.8,18.16,0.05,0.14,0.031,0.015,0.0003,0.031,,,0.04,69.5777,750,108.0,220.0,75.0,74.0
ABL,0.07,0.58,1.47,0.022,0.013,9.8,18.16,0.05,0.14,0.031,0.015,0.0003,0.031,,,0.04,69.5777,800,,,,
ABL,0.07,0.58,1.47,0.022,0.013,9.8,18.16,0.05,0.14,0.031,0.015,0.0003,0.031,,,0.04,69.5777,900,,,,
ABL,0.07,0.58,1.47,0.022,0.013,9.8,18.16,0.05,0.14,0.031,0.015,0.0003,0.031,,,0.04,69.5777,1000,,,,
